,crt,rme,demo,iter,diff-crt,num-crt-matches,diff-rme,num-rme-matches
22215,isCUv2GEp8Nrlcu0_20sjyfaefJ8vcTW,5A1QPXV_WpD3SHjjkE7Shfmjof_QE0vJ,wXQkxMFwIfSwPvYiPG6K6lRHPsQMpxaV,1,0.465,1,0.851,1
22216,1e9jF7iEEPLVDH8XIr59XArClX0KDMA-,MCgtZjsX0ABu75MyBjdywP3AnYB_0AjW,-t2P_Ur8bykXVm0Q2Xe8ggFaUqYR2mw2,1,0.48,1,0.851,1
22217,FZzXNiN_1W-l_tLpTDfUzS6_dDbcfTQk,VCFSDiq3YsI0Tvf3krVKGGInNFWN5Cj7,8jwQJVxsTnoTczs0H9y0mKWnvtNZjkDl,1,0.445,1,0.851,1
22218,jptDJojHbdZS6T8hnWskVBfPt3Z7zbJ6,GOtWiN5NMD7J3tbSruLEFZM6HImx_zvJ,kupM0uAKmtnf0Wc4PUDpO4wxkXBPOXmz,1,1.415,1,0.851,1
22219,5jKJCvGD9-7DsBMZ9xsD-6Il5dMvag3z,dGE_XucHkjVUhRjRn4ObQ9oMmRHpoKAs,UNGESuQi-4F6qXu1iQTlbbJIlKD-NqdE,1,0.367,1,0.851,1
22220,dBw5q1HA0T9_EeXfipAY-pDQq2cTCW_p,WGbEHer74iJV2UdJnfhW0cBs1W6cTXEM,Of9wPIGvyg3k1AM8stQ3iszN1uPofTUe,1,0.84,1,0.851,1
22221,rqpaYU3CCe4skHaMH3b6UifkeozmEvCH,8NBdV4HVuCeCzg6h0Wx_b5qYCEXnoJJr,xErMo0ECj8XMpJU8ZEBgRch4ytvVl7Ek,1,1.22,1,0.851,1
22222,yQEEtMzOCmmopXwJY-na-tMtdTtFP2mG,iuMq24S-npOybVtbCIwHfcKPAOUVc0ua,OWS8KNGE8gtv_KiDz5njFyjdxvTfZ8mB,1,0.403,3,0.851,1
22223,yKeNLZsZCme-Rbswu_hMgSRrYsRcmIYW,BumVVsGZPIg70ZtW4lCfSpktQyQrUQd6,hNvf7Rr_uSEU0kP_jqdHmUafiZjYh2OT,1,1.3639999999999999,1,0.852,1
22224,yfCkdZzekXQzXm4WeI-99auutNi7UyQQ,cS8eCp-9AODiQSh-1aLjERkA1BeXkHVo,ismC1ixz3FiO3Xytd_5m9ISL0bObThDI,1,1.233,1,0.852,1
22225,qlGnprWea_nNQun2qCD3-TgS4PcqpqCM,GfGcRklLzq1LDhKOZdtSxOu3EDIAymAK,XC_XT29SdVzcIqpsQ1_WOW9JtU6hdheT,1,0.911,1,0.852,1
22226,HPqrt0P7JD4AzhvhQHXt4ls5H2S6t0wd,Mi35-ivtSezENaWu5jlG-GtoYsgXgdwD,yFoFwP7jfn_OTDEwpOY9hBA9IkKglDNl,1,1.421,1,0.852,1
22227,Fd6fupIDwubaO4NJU57LJ5S77FW0H4z8,mTdn77PqR2S4SUEKpfDT6M6vFhLq-v3x,6fJtrzKyKtmp_JaeWX4nSQ60OrhZ9xZ6,1,0.053,1,0.852,1
22228,ptq_nbnwVRrht0h3Jo5qVUKMw3p8F42B,Ls48nnoNn7YVY4ghvNNJYoabMpKnicTO,CzH1mynmL-4iY_6-h1zV10UYsmRlFIQh,1,1.075,1,0.852,1
22229,ekfF1ueGI03DxvSHFpf3ot8po2rayJCE,9KbOgqLbAclPKCatNBP4BCJcFOTjJXTi,cUSg_oCiYQYGq40g_8p8bw2_SO3EUjXh,1,1.252,1,0.853,1
22230,uIvhrGMrHr1Xf7qWeGBP_Emp8YSpSl_-,JwMP-kCon2dX3HFfV4Z10Y_3uLZPHfFz,IcFiryjd8_1WfjqNK8y1MMmpmATNRNYW,1,0.028,3,0.853,3
22231,u6HyCVb3ZO-WqGAER2LbVaPBe4wdbZYg,GvCywc3FFb_7mKsdaiwA0Lm_wi6ZBGSW,dPvJn2ssA8Zx6vKgsats9E9_aB3U1T4Z,1,0.459,1,0.853,1
22232,EMB0qti1atPnOZikUrRlRVJNP8yCXvhF,RDDC8GPgjIVUDtPYoDGeFCsDE_SSpJOx,L78e7RpXn9Zr5be8j2hyHt1n68sUSfMH,1,0.756,1,0.853,1
22233,wbaxE4ilLwDrg1t4OkpiO5SUKP0qEA1s,Ms7xHSuqIyQsaNA27uQOgE5MFmkdVB4W,_29oj0BUZZhld1EVw0Arg1yUkUllif2i,1,0.732,2,0.853,1
22234,y7zxuNf8Oji82b7g4aR8qBynXFf5nxtE,DHLG249IPNhoAejRYInrb2ClWmhks94N,OsHECgzlGcGhZJAKVDcuS9LayodzdwU9,1,0.332,1,0.853,1
22235,EvsHH6aqWfj0kDftoA4CPZikmALNE8Gf,yvFztV-jsV4Q_SBiudiQykP4o00hKFtI,KDikoCsX_6ABLQcQ3ayMRt4EER6Kq6wV,1,0.981,1,0.853,2
22236,ouQWCsZtKqsR4NEVA7PQIIIsWvRqncKf,bLY1_bH1dgpwo9lkYj8yRZ7eGVCOmYwJ,eH7fazKGydlbyjM_o6AxClb3xfS43850,1,0.264,2,0.853,1
22237,I5e3SCzxlRxgaK5amh-rYifPyiuR6_zf,d6SuOlFkJjn6xL4W6V9dW8H_YlQzM-av,n39eMewbmwZANcScAE8TOtz_C34ChBeX,1,0.665,1,0.853,1
22238,_doozJwT8YDRezuaj9vDq3IVNPUhkTLL,0JNvWBDS2aUNAlCVvvg5dcJ3_GgRH1XH,jSCnfiJurKP3ajBMkj1_UGgM0O-kmI0m,1,0.944,1,0.853,1
22239,u8lmzWhu4MdzTYuvXU4YvqZwiI7cYcjr,SAnnR7kifqnGMaBmYvy6FnzahDpkIzT2,LBp8GX3VYvRF4vAY_uKqUF5kgG1ucqP_,1,0.657,1,0.853,1
22240,sffCWrM5QDH5jw_Rx76JTn-esZ6VPbZv,lPR1Ba9cavse5987A39W6ryym397yJoY,AIscxSrGMYskkmRA5BpAO6Vs9lnWqjVB,1,0.843,1,0.854,1
22241,XYuWSLSdbshwNbftggsiMRrERsUCSsVd,mxdz6bAvYR4crhXeIJBCikAlKk9KhV7f,i-a96F8jnTBxRa1kYRz5xif5j-7nJ8XY,1,0.448,1,0.854,1
22242,Ts8DTI6oaJj7o50C53-7cXwIyy8pgYsw,1sp3P2KZqEy8P9driZA4xzOEXGDZ_47a,rB8je4Jki7Cq4e-jQiR5icomVcvW8b53,1,0.656,1,0.854,1
22243,wr7JSXkNbJQvJUdAVZurR9C4jbiZqgcD,zWoeiAEF9xiX4jSJm1IGNHBV0m2v9dhG,LUHi2KnCxlVGIuj1YxMjziNm_BqSWPGf,1,0.575,1,0.854,1
22244,Lc9Cq7JCQIgtMnGYf98y8kxdIKlGBwPd,Z8t833ckEEAFCB9oRn4CBRjx3kFWSwfe,KcJLwzlVM9NCpmmyGqMhDnh0tfiZJlDd,1,0.725,1,0.854,1
22245,yx1sLfDAD-aQLcBmefDdvVCi8kspD2uk,zD0h5VHOesBcKLHM7DupOS7XY-m3AQF5,eIueHuX4IR5_PEtceBE-2kFppb02KuMm,1,0.587,1,0.855,1
22246,SDVDF67Fq3HoDkbs7jME-P61yHCcZHIc,UQj1vg6GBQTMDDj4-mkvPwAjftlVYQV_,IrZoEZCOk8HOTROoCtXiYFg_xjskbnF-,1,0.921,1,0.855,1
22247,Ys0pwB7SN5OxvCkD1O3RkHw1-Gkmo-nW,tAXW0iZ9IkcSueOSJkpon3wbR72GvCPK,mSEZYm6d3tGyA76Iugv7K8bIPz4qNbbA,1,0.856,1,0.855,1
22248,dyWJcsRdkW-9NDwoCiQHzPB4UVGPIO2f,PbWalp3N4Qf-Y9u5zJ0HvkjmXCjxSby1,6A_20aDWU2PFhB_W40Q4PH1k7jOXI0-C,1,0.51,1,0.855,1
22249,q7dV1J7HJa4CcFVdDSITOvFIIyAo4Cvx,zxXASJUVi5B0ofgxiSLEHFc2ttICu3fM,rIBa_rZwyvg-XPW_C8riOotgrVQbSEqn,1,1.193,1,0.855,1
22250,MNY6J8tmIqjMt2WZXLc9QqMvffeRbs_6,slAoUhX8_jpCMKORbzlZTRjFJzpB8ljM,M-4UZ68IklQkFJL9D7_tLCI_UtFrbWyd,1,0.113,1,0.855,2
22251,-s5g89H9CecZpPH23HufqTQezW3CL96b,kvVNd_c39Oke9dgalZx1TlQ1-rPjTQ5W,D85g1wLzzWsi_xKMPuvRXf-yauqiiGAI,1,0.601,2,0.855,2
22252,fvDXc25Hzr3KFkPXdkDi4-u6PHTDL6Gs,6T5Rt6waYmDh6FlUF4qmNs_4BF6SYeDr,QbVreH42pF64HE9SqZEck7IEnQcQ6LeH,1,1.158,1,0.855,1
22253,miUIsRogToZ3akHmf8UHfvVv0l7xAx_X,q_nAeguWjcIyS8yN-oV4K8kIdgytk2iC,NhnxxwQRF3ZqJrOpyZw0DnihkIqoEeVZ,1,0.953,1,0.855,1
22254,r_uFghb8GEgyIqWql4guEBJtqysdnpr4,wBCN-nN1R3uquElypeG3lld5001JT5MM,lqXuDcTdXMJZVYmyiWH9aMh14PfgRnVQ,1,0.274,1,0.856,1
22255,YNA7N_GFJzaa6_GUNWsuPAUEynOBlTMZ,znVnTYz5eKxbGcwVV4uIaaPdcxRZQb-u,_PRdKA7gG6PpJfX89-1wlnWknvsr1qKJ,1,0.717,1,0.856,1
22256,wBhynC_HhlmbXgKK4X-f7T2P384WpFBJ,07aHl5vaWH2Za-O2P5QbuSZjYY8DhXvy,BMKgcKmhrGPpPay4ch5tmajdqY0duhcn,1,0.717,1,0.856,1
22257,mSMDz14eI_rzeBfTIbaQEYAXjczmpe37,4dkmfKvxO_X9CkQ1JuNRL-zKSEDvN7d0,O95WXvEZd1JVUKbMqv6jZa5gdzThRNeF,1,0.3,2,0.856,2
22258,Tk4hpi0MCGR8rjMFcTc9a6gjxSOP1nkL,79opmICeIxbOTaXD28CjfQxG3FXk1ZBp,-Ng49SKXMzvlPBBesqp56gMn0tceEjLT,1,0.612,1,0.856,1
22259,ZKEphbJEATQaV9oUFsA2kf6Ez0bF7ylz,d_b6V1akvz_EIbMfEdHHeXfbF6GmumpN,Lpe07dP0MpNjypTHkCvgGvzFIu3QwYWa,1,0.622,1,0.857,1
22260,DQKFV7FaoAa1h-qZJFTbi95IR9e6cuy5,_M97dApNqvGLZ9gbPPqGb674wU0Ft35-,44yq4BVEhgVM8rSpyk8no-30v06tQAes,1,0.695,1,0.857,1
22261,MgAsFKM8gwsnrUrdNS-rS8iZAUxaIl5n,YmfoXE_iJz8kfYTY9f8GmHOUmieYaBA5,dhgC8V69b3Hw55Wp_BSBk8qSRrcitQu_,1,1.198,1,0.857,1
22262,jllTMaP-MP5orpcKdZSt_tXPDy0vJz9e,YQV5c1tyMQBLBht_FWCW0LVBwabYbGri,UKYhdVBVh6cyvtVWQPp0JbEO2ZHEghvo,1,0.655,1,0.857,1
22263,5-kBh350844w1yJxCt0wAePfjLDVcgxy,R3dbOUkWnG-NygykYpGaGCxPx7ZrMLrR,0t9UxBu6ookn13g-QBRvpdn-mWjzNJ9G,1,0.288,1,0.857,1
22264,s3pYGIMItXx8xLak82sCXtjJBTitFHkL,O9ZRYXTGHyPe1IJ5Rytiv4i3m05IhcKR,XO01aLgnExNRF41zbkxD-XxhxMI65vLt,1,0.925,1,0.857,1
22265,vfYoGf1LQGhmnlysJLehtq2ni56PhVQm,abLWlFSZ68uATNeeX3EEoaCA4zLdbEE4,wcaqAZ5LnfWRsgC-q4LWhiSE1Fygh1CO,1,1.1219999999999999,1,0.857,1
22266,IzJKxR_RTJXreS9GELLMP74psPpZMKto,YhmB-j_KbobeeQEuSLbVPD3TrwZmAYv_,Q2uPI9opTOAS9yy0WTdKL3euarRqshP0,1,0.348,2,0.857,1
22267,pT14FulkXlmTPcGStUCgagT7uPiYenF4,FSi5oaTDRdtWsiCe1Izo1jxMQQtCkA4S,aSkuEDBqhD1pO99ck5k6mQBbLLgqUK6c,1,0.94,1,0.857,1
22268,abt_UYlt7Xyv020Jz4uC0MYC8cUTvJEe,zKz6IrNZCuYjxbkSvvR14TEG_tPCyGXY,NYUshzQf_Wm6B43EqnrFAjfKHhfIGnO-,1,0.652,1,0.858,1
22269,nH3shl47ywR02oAWlE36ITuta5GIwYk2,J91cvxHh1R7O4eqNgOEm0yTYNFA35AwP,I50BOc-szbk8UME_Fk8pFqP-2wmcE_vY,1,0.097,1,0.858,1
22270,7wypxT9qx7KpkKjg_aApUPP2w4RT7TFe,jieaboZL5uuJLIx1QGChKBNbVzjxO0e-,PmJ0onUH27d2s4DTSn9sgSgBKVrzIyFY,1,0.707,1,0.858,1
22271,872TQXliwsoxzd7rvC0TygpfTW6EXAIf,4-Z2Iup25JUmIx55hZLcRMaCnw7Wr9wp,ZK11Nv0C9bxPBoMjfQi9J2qNLmnqdWqd,1,0.489,1,0.858,1
22272,fBQbIEMn-klIF__MqMSUjnTYZ4Kdp-B_,QPNZx832jJtGTNxVuDcVWGZIQLdE14F0,Mjh9uLbfbxzuv2cn54wHd7meGp7wJwjB,1,0.3,1,0.858,1
22273,Ssr6NhIx9Lnb-1FbwFNhR0J-OUixOH5w,uzJxaSn-wbOevEZw8l3erxrKzC9jwz7g,N0enWlxAldFXRP3Z3WD-ybYiDvWdC3o3,1,0.162,1,0.858,1
22274,xAokr88ecDsErOd7TogJwsrsjuq3gtot,7OH0kYTVj2Vy88ae9QyD3PBzefkJxVD7,dURm2wSKlWoZCVPaqfyluLElJX1R0xFr,1,0.0,1,0.858,1
22275,S6WGBr9Mg8p6ITVIxACZk3f7MOQWEa27,YWlyIU6YBbreAYUGda9FXt3jfz3hQHRM,FdPKpcSDsUc1MtjKZJi5Imuiolwtc9uq,1,0.509,1,0.858,1
22276,-fg4CmjyPX3k45RiZcdWPKDNmqg3fBgb,obmwzh_dAoyXRKE4Jb5J00FQkYE4SSGS,UdQng15ifRBbiImJKzbsjvHHZ2VKJ6Fi,1,0.607,2,0.858,1
22277,Vnp-L0KlPCl4RmBwDKR7xJhqgQo3XFlE,sIcN-4ZvhD-ji8DzOiWSnLkXJR9AkUIm,WHE2VWk978Yr7elsuXgg_blI7pRK56qb,1,0.219,1,0.858,1
22278,OW_oLjRNsKg31iorm3wGUARZkAZb5Ukz,ELFrTWy7TZ2egmoi2q82beWmeFGzvkEX,9Dglszm9meUKLpobXs52_tcSPGeuj5T7,1,0.567,1,0.859,2
22279,h7n7DVIkBW0bzlkH-xM24M_9wgiIuiUI,Wn7vwHYfhIQFPFuUrRk5Ec50XEGOrmTt,Nz8jSKlulelVYD-rMZwmHQDC133Mdepa,1,1.091,2,0.859,2
22280,ExNmMTV3aX0w4oGi6erZ2rLwBmpJCO5Y,4JGcE5IHdcqZYUbHFgNiZWpiruc31XoZ,tuYspsvhky-GW8sk8ZBI25ILVdWIRB-e,1,1.359,1,0.859,1
22281,vKetoYCBeYpu1YId1vt_5_6muyYjWFpe,RVzUE5uM7pMOpK9TI73-0DnFsHaawU-Y,AwnupcfXtmaPI9fL9A1woGbkPgl0E-d8,1,0.281,1,0.859,1
22282,U-9OGX31D0z2fpXZxz9ywGuzNq0MqwIx,FSMC5yYx8e0KXZgbpUsRMRSG6bk8M6Bf,F2kRfuQztd5gn1nYb1nPDl5c7jJ2TzE0,1,0.89,1,0.859,1
22283,srsJogbC8Dai09zfMCkQ22fRGW5rxlT1,wuDShEuqqSPJfNI3ZM97W8h8xLSH937_,lQL4ySxUaKAG-oWuBsgdzVlU4vPY8tv8,1,0.879,1,0.859,1
22284,b9xafAbuU7t8jY3XdxAe5sCBgScp5mQ5,OHYyMC-4Ye3c1enSkFXRc8xym4tIDzoX,zcgQZBhFLPL4rWLsTFgRGluCa19KlfYG,1,0.756,1,0.859,2
22285,j5UOrgllSKmBSfIHcCYlLkO-8rsyrTs_,a97yBuBrwwhmGCrRR1FeLdUInWUcSBuo,Q4u8YBGfAzEOxoqs9PqMMgFIrCS1w1JD,1,0.59,1,0.859,1
22286,WbnsQd-SoRL2S1i4oGlrSJhR5mSz-Gcr,0p61hRqD74KPTDuqIDzI5iEra3jsAISN,fInbt1kO77NYscDLmhgPR6xKrwK-aflP,1,0.626,1,0.859,1
22287,ihcQ7F0TVEz2ASalCfuuimUN0P0xs5Er,TjdQdCveUypAs62TOSY_ohHicp-AXE7z,bifk7DY-1WTwuPJ0Z-UV3dH1HLhCIpH9,1,0.577,1,0.86,1
22288,Fu5OnCY5nRg-9U25asJquSzSvJfHrXPx,dDdETxIzM_gNOFvEbwnFnMdYixBmpPk2,uxhK6tfGb0PRNNb9rrQx4qFebP1ck8hP,1,0.882,1,0.86,1
22289,741OUxLfx1tf61iPG12BzfuzRBTTg-s9,D35rAMn-ebB9YFQkSKNsohJ3C7hVZ-9V,ubo8R_9dtFmJaLiNZL1dfW3Ft29HuczI,1,0.407,1,0.86,1
22290,mmBy19d7h8eruhGFqVN1cd4yFijB7z_L,wIiV2ttuI0Mw3OsQMdzkxyzRHqfzPNRo,GOc3CXn230GaXHV2w92SZefVHChJZVx0,1,0.915,1,0.86,1
22291,BJzt1hvNjEgIdAb-TFzGRa0HsPDXCQzQ,gaZyE72wGarJAgz0Sk_9Eb3bkwz_gImE,-wCFgFhw3KTkf258DSJXCvfvjGqxCOL6,1,0.459,1,0.86,1
22292,Poq2QwlvuMV9s9LBa0JJaUjz6uJebz2g,1kCfWXTR6zgfK_etRd4m_LkWgDPLOrWk,OjgT7J7-meaCaaRmIdL6XbLVoc3k_aWI,1,0.178,1,0.86,1
22293,OmRD8ZSm10E_tFB5v_obTpLWzOStjJfO,qKoGCnTQZ8OexWMFGrD5EGaGsU8BhDgN,RRpg1Daj6YF3V5e7s5BtB0cvk2i5mtVm,1,0.514,1,0.86,2
22294,KhTd9aVybuAwor4edzJWLPoFG1gNuLp2,dKCr_0yXFn5LbzOSH3pBhMqoscyPPpJD,-Mk31gFjGouIfAzAMAWOcfyibtq3obr9,1,0.864,1,0.86,1
22295,xTHPPhcnv5XFhx1HiMITAyyud4NTchAt,9Wg7p66HOi8tOQ7YP_dEJui8bVKIpVd5,a_Wudz_uVZf7wqJb4CkNkAJFWRJ2QFfL,1,1.333,1,0.86,1
22296,fKE9w2ukl-KR_Rmh7dhFm5nyjNb1NWSe,jBAE4FDfD2r1Sof_WtPeuTBIooQ7U83U,zWqVqocDLu0nkmx67teG-g4ujcA4k2rP,1,0.479,2,0.86,1
22297,WQs4xT_zCcC6aOj12AxA7CBnyFaboVuR,NaQJAfaBkjZZtJXSMtE8bsMag47Gd51G,nBFCrY86EqgN0_UFHkIrdwoh5KDm_BXH,1,1.015,1,0.861,1
22298,6DCp8A3yjlDVXtQ_RheEy80GENDLHwcD,X-7_ykfct0Ux80SJ0carOiA6r8byd6rE,sqWBT3C-w_Vb8CPD4NmuOaq-iI66agrb,1,0.959,1,0.861,1
22299,yF5QMlBV8wvoYInQReaMKBiEhFh-UpsN,CWkI6Y87wTqX1MmKPUhCRGRmrwFj0ywI,Bj_wvlEjY8m6PvcphlEzzgTYI4elSnzM,1,0.425,1,0.861,1
22300,bTi2BGBtpC4O3ONpcMSliUU129N8deB9,N9qI-Ra1Wnmj4F1SPo_6MYedQmsU3--5,ijvyWcHl_KUePRxWFRKRzP0BAtFjCUS-,1,0.305,1,0.861,1
22301,RKV0O6L1u5eoOqm2X7-yqtkKj_gqhFsG,FHI1PkvNjLZV9hZj_38aD0MoPYl7_r5x,tupXZOnMi615dMbEy6S34UCiqtcjOGXK,1,0.645,1,0.861,1
22302,kMVtkZ62oAzXgp_ZBhELb6mfM_sRvnWD,S-TE-of5TtXnxNqw2iulXLfe4NdrMvS5,NLoVXb9mj0bFMSle4Op_pQcsT3XV7XoM,1,0.033,3,0.861,1
22303,cSii0FSMIqO4XCDXzik0HmLuuAuF2DGT,2nN6SFzNEUmI5x31A60R290yslyb8hc7,EZtcX04FHJLpwXO5QoeJZ3mVobgGQ7oU,1,0.558,1,0.861,1
22304,hwD1sDWUMxhU8flSoEQ5Uie--s1XInz5,NbEM6J_mgsHC_RbgNov-ofyP3Gv5pqRK,k-AkCqNKBenEVec8PIb3rnPlC23XoRZm,1,0.164,1,0.861,1
22305,JINePm6vW3r-8UkiuB3zuU_A7AgxNRiy,yfFtlAuP-pcymqZ_yPBFfjamPaQDfpsT,X4_sdM7UhJgGJfomQhA9xc7rp4ZPYzJ4,1,0.923,1,0.861,1
22306,DzGZInnV5miG9tCrifKMGMBbzAxN6hXZ,eCNv0rcNFIdPGGeVf1-hvGRRxo9ysk1G,0hfcSKh_6vOqeMtq8tTWG6NNDHC6pJFw,1,0.783,2,0.862,2
22307,s6PhKy1r7S_DtWPQSeSUZT7s9DvFgpBN,hKqB8EiytE8aaxBp08Op9Ri8geb55NvH,MiCnwbd1kI8-eyxn56hiIs4_EpU1bXb9,1,1.082,1,0.862,1
22308,AuL_JloWCtKvTKOVU8jLuIVZTT4zn3vt,SEMnj1SPZV4_hxNDekJYr5XgaX6SR3ZW,owNCeMcrnnNJwaHRDd-x2YBIxrnbpx8T,1,1.019,1,0.862,1
22309,tKtyQ39v_zEw6nRTpaiOhSCz-vACQM6T,wRKBZyJa0alHBC5y0hZmJ_o40DhtxvTH,WJZAx_wYi_-KoQOZucPtmPySuPns7k-_,1,0.901,1,0.862,1
22310,7h2Awx6rbKfTEZjYx12dwz6DxxFKiuEK,awuhqZU7G3KerbhYWAdYf6ezK8T9CJDe,JMRdzTs1t5XwR-zHWFFMDaJhc0a_oygQ,1,1.104,1,0.862,1
22311,ckGm99R5ZkhwPLgH0luP2Z-FZlGDinKz,oj_pXLb8kgpoKQ49l2XYDgX0_wJn24fI,9CkMXP5ORyzILWdLCKHVLKy8FwGfcn18,1,0.306,1,0.862,1
22312,Om3YJV95DXw-1-b7aZ-aNIEnwguuNfBR,-nYqQgyUYF31enF7BwQDIu8F6gk1du4f,xCY5qm9kfy8awrS7lgZ6RRg7bDtgJuVD,1,0.588,1,0.862,1
22313,Cfh4LSXve6crHWs9xmtLL_eu1rip_IkW,lBmvAuiPtE_s0QoWbqJKGBRa7eo5N0Kf,CQGT4jXFvLM8lxIbWyHmjoEHlEGa46xE,1,0.078,1,0.862,1
22314,oSFs7n6QXKLZ2QKy9zR6P0eH4qGQqoIS,jRVWuKjKtmq8IkdSB0xcOOy4Uxw7DQlK,kX9OQtpZa6r5gEUxpWWi419KXcjOoQgS,1,1.109,1,0.862,1
22315,mbKjYUiRi9tKws_Rdv4Y69ZM2qqd4g5a,W_-g_g8hyLGB0NcH0hsMVxD-ZLpLyMUU,j92xdRTm-ZEykaJWP7pz6p65wwuKeltc,1,0.247,1,0.862,1
22316,hhkNe2s884HVuV2wqbnd4H3JDzR5XmEy,DcJ2qSNvm2WLGyQx9tme0S6W3uW7G9yw,2vkViaaOGpmJld49M98eHZZkbEl1PkSA,1,0.64,1,0.862,1
22317,HaJqdeoype7oVanOAuGiNR1kbBM0n39k,q01hTfBZKACiVl1W3--riZM9nXVeunYT,6h2m8MIkwRDJH_QXub9OSMkf4e5pV3vE,1,0.023,1,0.863,3
22318,MTA5fqqFL2Ts4U_DtaON-JwNIPD1d--D,DD2YMaOS_svxvBbzBQnSbp0nVJKGfkpG,wPKkpSNXG3sHiDY16T4tHdNEaRcuPukV,1,0.448,1,0.863,1
22319,_kCKuZjvTcWSMv46YDef_VneNeeJlqnc,4auQrP10eMfSrQat0Bp9WfuGsjUBTTHt,SQMYLOXJo04TiyLIndfrys4TC_3ZJq8u,1,0.287,1,0.863,1
22320,nymkv9KoFDVETocXANeyw_BEDRDuwQgm,eQiXWxPXgE8zcoi445RKFSM-LPh-u3Yg,bQ9sdkLQrDYiakxRy5iqyclRUyy7fKH1,1,0.792,1,0.863,2
22321,xT_rilxU8OBPiKAjU5CHnoAZPqHXM8KG,3oXXV0q5jlt9rkgQeZJF_AbIDNxbE9vK,p_wf_1yHGp60vDK7Qmn6OzqU9dlfbn9f,1,0.193,1,0.863,1
22322,G-zKQMAxxnx81dLFh32KJlFhzCKCgDDm,SS4YIWloYGbjeqi827tnsK5GBVb_ZONd,W9H1AMl9SBZgAhQNZQ8jHIoCkA7UHNrK,1,0.887,1,0.863,1
22323,jDrzBpU0qIK4yN4R3D7tcBjbMbWVqTES,aBOwCUzQwYbCA3gFWFO2abYn9tyxK0jE,leYL0kEH1OErR_935S1qlXhR4ZTI5Gwj,1,1.102,1,0.863,1
22324,su39cRHaBI91hR9A8VsL-q0noL4IlgAF,E9q92eIkjq3_ntomwGHNRGps4x8MINPu,lztgHiqdqUwlyFZqqsCbz0wdczd7WDMT,1,0.644,1,0.863,2
22325,31_GMfwkA5nVK2pSLkSPo5JVzapAUhbb,jiPZATz5m2TglVep62RscdZJNyX2-k7E,kDtgQqLqPuVEhTg3d-o1vKv-wMPIBlWq,1,0.925,1,0.864,1
22326,scY2hjfSJOrecMGseJR_26h6d_sXWvDt,zmaz0o7ywXOd2etJjeMm6J2dLf8iW--S,LgvzTtuA1bfvp8c8uhFXa2K-auSNixTr,1,0.403,1,0.864,2
22327,7vcnymJ6j8et0EWtuCi1gt6Yb_E5xbYv,fEKH82oKFj4kta2Gbufw_iJkvKzej9Dx,YxobQToFTkGGKDpU5vU7_JKKJgHtmPJu,1,0.783,1,0.864,1
22328,1uFBOypOZQ3_dClXbl0kCAyoryQGH2qN,-SsQP6Ux50isMWvDJLCwnIOtOx1LkV_N,N2NqPWgnxq2lmAV4ROLlMahVlR7jfxzv,1,0.753,1,0.864,1
22329,W-facRDGbIV9_Qf25RVhyBKqM5NxG5yE,IDLYqtHj0ad_BsM3SQfpNceUhx3U3cGh,pwNHno0LvO6j7n44t_4MUX1F-77Lvuz3,1,0.286,1,0.864,1
22330,tS_dqi-GB3d4NsGsNL9n2uvZ5ietu8rx,oDw-dwIrHmKztnFzrLEMinK0YY6wJBGT,F6r8Fiz0ns-iNylx-H-yXH8nI9Is5BXN,1,0.785,1,0.864,1
22331,UTTKCxgqmZRUkHn4TyFePQZoiiMtE48G,4vVfTFFQiVrfOWSB2az31qcrxTfpb8D_,UPFMIyeRC2pcVt6yu5EJplGjIo7AwKxJ,1,0.787,1,0.864,1
22332,WVlOOCWReN0o3I0ZZwcNHpy1htR09IfQ,0MYtEPGb5D1d_6wCufSUBl-S4IjdYHr0,wdQbeEQBb8_p2CZrxiYeHlEIic_sw3aa,1,0.964,2,0.864,2
22333,DecPdacnxd6pFPWxqMYiO5ctd7Ixh2Vb,ICPLVHbUHt-nAbrW2w5ot3iESEtathgn,uPOEcABxp1lkh5DN24VcpWWRNbBeT99V,1,0.711,2,0.865,2
22334,7l1adYw3OEd2u7mwa0pkE-bUaj7NVqby,awJvjgBisaCt3tkyGVn4ldBPO18Qdn25,HyYkc-eQfV7sGP9nAVlBZwt4s_fsLPnk,1,1.102,1,0.865,1
22335,f1wi6ruMbdD7hOIZOFacuzDoc_S1Fu-J,v7ELUZ3x4EMeLV4OFnIDpP9zG-ErjF0J,03cgr2EQRZJUSt9xpCMvhj8GjkSvyegl,1,0.69,1,0.865,1
22336,rUUL-69bOuGc0QrNBS4L9-570iyLu7Yb,0w-kVaMC3PAyZHH7vP55C6IhMiG42fVR,O_kCjErFS6RlOhwGs3BJQqla-l_m0Fzu,1,1.241,1,0.865,1
22337,5GX7bqjhXer1eLnlaPSAk9TOZz1cvSCp,Kl3C4t2pTQx5smGjJRTU1JczDRppUUmc,FH1A7xxb_SvPAkS6isybPMfVEnmQIxYz,1,0.682,2,0.865,2
22338,7yoAnYrdagqCvZBU4RkShwAwORbyO7P4,IXiHyW1lA8Xdj7Jwma_16x2f0AVcjiTf,DHHM5YneI1No-vxbGruiJ-e9lCExKXE0,1,0.738,1,0.865,1
